6, 2.779311
6, 4.657112
6, 3.792225
6, 4.299188
6, 2.790891
6, 5.210165
6, 3.135524
6, 2.767496
6, 2.961791
6, 3.535144
6, 3.792109
6, 4.712337
6, 3.283164
6, 4.828976
6, 3.095622
6, 3.254671
6, 4.149547
6, 5.146743
6, 4.340547
6, 3.684071
6, 3.159576
6, 3.560914
6, 5.120182
6, 3.582292
6, 2.950572
6, 4.509326
6, 5.182545
6, 3.448909
6, 3.822492
6, 3.302020
7, 4.800337
7, 2.753606
7, 3.021639
7, 4.189968
7, 2.649607
7, 4.734526
7, 3.380059
7, 4.877966
7, 3.414511
7, 4.691503
7, 2.473500
7, 4.411326
7, 3.476678
7, 4.553544
7, 4.484094
7, 2.916712
7, 2.706748
7, 3.309836
7, 4.683103
7, 2.585504
7, 3.817702
6, 3.917217
6, 5.133009
6, 4.654264
6, 2.473472
6, 3.316910
6, 3.048594
6, 3.854278
6, 3.735238
6, 4.120603
6, 2.991666
6, 4.647518
6, 3.030606
6, 2.838483
6, 3.782968
6, 3.899091
4, 3.165774
4, 4.654897
4, 4.031736
4, 2.432369
4, 4.708617
4, 4.327833
5, 3.344175
5, 2.903709
5, 4.780144
5, 4.062828
5, 4.788873
5, 3.249232
5, 3.136385
5, 4.110493
5, 4.514633
5, 2.797432
5, 4.774356
5, 3.278507
5, 3.996322
5, 3.397328
5, 3.871000
5, 3.280201
5, 3.129141
5, 3.612691
5, 4.886185
5, 3.520415
6, 4.056785
6, 4.658983
6, 4.836357
6, 3.571855
6, 2.285057
6, 3.431983
6, 2.613220
6, 4.587719
6, 4.383698
6, 3.281783
6, 3.738824
6, 5.066799
6, 3.218478
6, 3.980049
6, 2.350702
5, 3.249710
5, 3.681917
5, 4.070777
5, 4.096448
5, 4.730640
5, 3.183483
5, 2.426068
5, 3.885474
5, 3.487071
5, 3.538337
4, 3.639163
4, 4.588785
4, 3.101333
4, 3.812646
4, 2.812487
4, 3.699502
7, 3.272309
7, 2.515308
7, 4.497732
7, 3.751645
7, 3.264553
7, 4.176009
7, 2.405918
7, 2.993418
7, 2.633214
7, 4.968311
7, 3.995709
7, 3.983205
7, 4.246518
7, 4.862645
7, 2.960017
7, 2.183721
7, 4.020933
7, 2.978819
7, 3.496751
7, 4.494837
7, 4.377862
5, 2.985856
5, 2.852849
5, 3.682066
5, 3.458862
5, 4.647992
5, 3.585250
5, 4.245682
5, 2.887592
5, 2.948240
5, 4.458923
6, 2.931514
6, 4.551607
6, 3.037373
6, 2.620386
6, 3.573464
6, 4.011492
6, 3.832439
6, 2.909334
6, 4.853331
6, 3.187339
6, 4.338334
6, 2.940674
6, 4.715946
6, 3.524075
6, 3.503138
6, 4.533147
6, 2.638397
6, 4.070253
6, 3.864943
6, 3.764157
6, 3.017871
6, 2.684050
6, 2.547316
6, 4.757756
6, 3.697718
6, 3.003252
6, 5.169199
6, 4.429329
6, 4.554393
6, 3.827296
7, 2.177129
7, 3.722427
7, 4.806477
7, 2.297608
7, 4.611768
7, 4.563489
7, 3.996196
7, 3.847403
7, 3.751703
7, 4.379518
7, 3.345182
7, 2.716418
7, 3.389166
7, 4.139000
7, 4.804443
7, 4.592671
7, 3.145932
7, 3.033780
7, 3.361948
7, 4.415759
7, 2.219667
6, 4.476187
6, 3.288718
6, 4.140178
6, 4.380316
6, 2.860879
6, 3.451913
6, 3.562904
6, 3.216470
6, 3.242598
6, 4.121617
6, 2.277485
6, 4.587144
6, 2.646360
6, 3.776735
6, 4.892461
7, 3.003054
7, 3.942887
7, 2.934657
7, 3.586115
7, 3.586149
7, 2.223137
7, 3.044805
7, 4.837835
7, 4.732555
7, 3.031484
7, 3.822301
7, 4.259799
7, 2.726390
7, 4.321206
7, 4.810486
7, 2.554212
7, 3.742858
7, 2.325171
7, 4.968474
7, 4.276367
7, 2.335296
6, 3.855737
6, 4.139999
6, 2.800033
6, 4.914361
6, 3.873757
6, 4.803762
6, 2.586201
6, 3.278836
6, 3.448449
6, 5.395085
6, 2.762237
6, 4.663476
6, 4.624621
6, 2.337484
6, 3.613109
5, 2.296122
5, 4.485975
5, 3.146440
5, 3.123219
5, 4.300128
5, 4.429309
5, 2.846882
5, 4.210685
5, 2.718439
5, 4.814523
5, 2.329996
5, 5.320845
5, 4.415008
5, 4.168689
5, 4.223676
5, 3.627824
5, 3.268442
5, 2.279336
5, 3.641674
5, 4.761171
7, 4.474330
7, 3.660187
7, 2.746215
7, 2.721019
7, 4.194102
7, 3.437630
7, 3.469273
7, 3.275834
7, 4.451478
7, 3.454029
7, 3.149701
7, 2.528554
7, 3.232269
7, 3.876643
7, 4.935648
7, 4.185644
7, 4.901860
7, 4.353931
7, 2.261244
7, 3.597259
7, 2.894742
3, 4.148039
3, 3.736205
3, 3.757348
7, 3.421941
7, 3.041848
7, 2.955810
7, 2.968362
7, 4.049471
7, 4.292889
7, 4.607614
7, 3.124173
7, 2.153949
7, 2.906830
7, 3.447840
7, 4.027995
7, 4.464324
7, 3.443298
7, 3.089301
7, 4.426012
7, 4.808770
7, 3.089157
7, 2.643915
7, 4.689322
7, 3.259837
5, 4.450331
5, 4.602819
5, 2.496170
5, 3.268061
5, 3.099732
5, 3.195916
5, 3.774281
5, 3.979296
5, 4.131683
5, 4.463436
5, 3.542367
5, 4.831086
5, 3.435463
5, 2.871775
5, 2.899516
5, 2.310089
5, 3.940711
5, 2.791970
5, 4.197485
5, 4.637073
6, 3.725262
6, 3.301099
6, 2.699300
6, 5.065587
6, 3.786719
6, 1.965542
6, 4.031774
6, 3.079822
6, 5.263912
6, 2.602664
6, 3.937554
6, 4.692547
6, 4.609132
6, 2.765368
6, 4.217737
7, 3.537503
7, 2.268970
7, 4.023830
7, 4.602518
7, 3.664792
7, 4.338723
7, 3.503569
7, 3.435819
7, 4.613156
7, 5.023013
7, 2.618193
7, 2.692554
7, 5.360582
7, 4.058683
7, 4.997672
7, 4.177331
7, 3.387183
7, 4.057062
7, 2.375468
7, 2.582632
7, 4.140726
3, 3.742448
3, 4.893876
3, 3.807626
7, 4.953553
7, 4.025662
7, 5.240139
7, 2.530751
7, 3.318290
7, 2.611791
7, 2.904396
7, 2.415067
7, 5.025418
7, 3.333626
7, 3.488054
7, 3.244990
7, 3.737568
7, 4.631538
7, 2.857196
7, 4.111983
7, 4.029860
7, 4.850131
7, 4.171717
7, 4.191142
7, 3.411092
4, 3.209205
4, 4.054513
4, 4.713315
4, 4.542942
4, 3.331765
4, 2.785981
5, 4.018829
5, 4.499426
5, 2.061814
5, 3.129164
5, 2.509811
5, 3.922093
5, 4.003104
5, 4.034306
5, 3.627421
5, 4.387183
4, 3.867358
4, 3.151070
4, 4.235450
4, 2.487554
4, 3.905145
4, 2.987806
6, 3.905033
6, 3.368048
6, 2.360133
6, 4.415759
6, 3.507328
6, 4.011814
6, 4.989836
6, 2.764494
6, 3.991468
6, 3.382690
6, 2.466838
6, 4.689063
6, 4.323459
6, 2.750302
6, 4.051651
7, 4.923359
7, 3.284041
7, 2.280577
7, 3.642734
7, 4.633058
7, 2.754071
7, 3.351329
7, 4.382805
7, 2.511425
7, 3.498797
7, 4.940006
7, 4.186142
7, 4.086578
7, 3.973724
7, 3.034988
7, 2.657836
7, 3.292528
7, 2.888958
7, 3.775729
7, 4.613256
7, 3.027581
6, 4.241140
6, 3.766209
6, 2.260087
6, 2.249939
6, 4.306921
6, 3.572209
6, 3.037573
6, 4.738496
6, 4.375859
6, 4.575082
6, 2.634835
6, 4.108312
6, 3.920577
6, 4.224718
6, 3.400873
7, 2.524079
7, 4.771435
7, 3.060843
7, 3.895263
7, 4.843940
7, 3.365423
7, 3.991756
7, 2.907432
7, 3.979701
7, 3.841355
7, 4.594429
7, 4.320127
7, 1.916549
7, 3.439498
7, 3.486622
7, 4.676453
7, 2.267427
7, 3.689974
7, 4.685051
7, 2.687285
7, 4.341187
